Ticker	Name	CUSIP	Fama Industry	Currency	Sector	Industry	Last Updated	Prior Tickers	Ticker Change Date	Related Tickers	Exchange	SIC	Perma Ticker	Location	Delisted From	Is Foreign
A	AGILENT TECHNOLOGIES INC	00846U101	Measuring and Control Equipment	USD	Healthcare	Medical Laboratories & Research	2016-09-08	None	None	None	NYSE	3826	196290	CALIFORNIA, U.S.A	None	N
AAC	AAC Holdings, Inc.	000307108	Healthcare	USD	Healthcare	Specialized Health Services	2016-11-09	None	None	None	NYSE	8093	187592	TENNESSEE, U.S.A	None	N
AAL	American Airlines Group Inc.	02376R102,001765106	Shipping Containers	USD	Services	Regional Airlines	2016-10-21	None	None	AMR,AAMRQ	NASDAQ	4512	199960	TEXAS, U.S.A	None	N
AAN	AARON'S INC	002535300	Business Services	USD	Services	Rental & Leasing Services	2016-11-04	None	None	None	NYSE	7359	198929	GEORGIA, U.S.A	None	N
AAP	ADVANCE AUTO PARTS INC	00751Y106	Retail	USD	Services	Auto Parts Stores	2016-11-16	None	None	None	NYSE	5531	195735	VIRGINIA, U.S.A	None	N
AAPL	APPLE INC	037833100,378331003	Computers	USD	Consumer Goods	Electronic Equipment	2016-10-27	None	None	None	NASDAQ	3571	199059	CALIFORNIA, U.S.A	None	N
ABBV	AbbVie Inc.	00287Y109	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Major	2016-11-08	None	None	None	NYSE	2834	191883	ILLINOIS, U.S.A	None	N
ABC	AMERISOURCEBERGEN CORP	03073E105	Wholesale	USD	Services	Drugs Wholesale	2016-08-03	None	None	None	NYSE	5122	195812	PENNSYLVANIA, U.S.A	None	N
ABCO	ADVISORY BOARD CO	00762W107	Business Services	USD	Technology	Information Technology Services	2016-11-10	None	None	None	NASDAQ	8741	195751	DISTRICT OF COLUMBIA, U.S.A	None	N
ABM	ABM INDUSTRIES INC	000957100	Business Services	USD	Services	Business Services	2016-09-09	None	None	None	NYSE	7340	198579	NEW YORK, U.S.A	None	N
ABMD	ABIOMED INC	003654100	Medical Equipment	USD	Healthcare	Medical Appliances & Equipment	2016-11-05	None	None	None	NASDAQ	3841	198315	MASSACHUSETTS, U.S.A	None	N
ABT	ABBOTT LABORATORIES	002824100	Pharmaceutical Products	USD	Healthcare	Medical Appliances & Equipment	2016-11-04	None	None	None	NYSE	2834	199997	ILLINOIS, U.S.A	None	N
ABTL	AUTOBYTEL INC	05275N205	Business Services	USD	Services	Business Services	2016-11-05	None	None	None	NASDAQ	7370	196978	CALIFORNIA, U.S.A	None	N
ACAD	ACADIA PHARMACEUTICALS INC	004225108	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-08	None	None	None	NASDAQ	2834	196494	CALIFORNIA, U.S.A	None	N
ACAS	AMERICAN CAPITAL, LTD	02503Y103	Banking	USD	Financial	Asset Management	2016-11-05	None	None	None	NASDAQ	6153	198305	MARYLAND, U.S.A	None	N
ACC	AMERICAN CAMPUS COMMUNITIES INC	024835100	Trading	USD	Financial	REIT - Residential	2016-11-05	None	None	None	NYSE	6798	195193	TEXAS, U.S.A	None	N
ACET	ACETO CORP	004446100	Wholesale	USD	Basic Materials	Chemicals - Major Diversified	2016-11-04	None	None	None	NASDAQ	5122	199995	NEW YORK, U.S.A	None	N
ACGL	ARCH CAPITAL GROUP LTD.	G0450A105	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-05	None	None	None	NASDAQ	6331	197231	BERMUDA	None	N
ACHC	Acadia Healthcare Company, Inc.	00404A109	Healthcare	USD	Healthcare	Specialized Health Services	2016-11-03	None	None	None	NASDAQ	8093	192347	TENNESSEE, U.S.A	None	N
ACIIQ	ARCH COAL INC	039380100,039380308	Coal	USD	Basic Materials	Industrial Metals & Minerals	2016-11-10	ACI	2016-03-16	ACI	DELISTED	1221	196857	MISSOURI, U.S.A	NYSE	N
ACIW	ACI WORLDWIDE, INC.	004498101	Business Services	USD	Technology	Technical & System Software	2016-11-04	None	None	None	NASDAQ	7372	197309	FLORIDA, U.S.A	None	N
ACLS	AXCELIS TECHNOLOGIES INC	054540109,054540208	Machinery	USD	Technology	Semiconductor Equipment & Materials	2016-11-04	None	None	None	NASDAQ	3559	196041	MASSACHUSETTS, U.S.A	None	N
ACM	AECOM	00766T100	Business Services	USD	Services	Technical Services	2016-11-17	None	None	None	NYSE	8711	197977	CALIFORNIA, U.S.A	None	N
ACN	Accenture plc	G1151C101,00BKJ9QQ5	Business Services	USD	Technology	Information Technology Services	2016-10-29	None	None	None	NYSE	7389	193203	IRELAND	None	N
ACPW	ACTIVE POWER INC	000504W30,00504W308	Utilities	USD	Utilities	Electric Utilities	2016-11-05	None	None	None	NASDAQ	4911	196774	TEXAS, U.S.A	None	N
ACSF	American Capital Senior Floating, Ltd.	02504D108	Trading	USD	Financial	Management Investment Offices, Open-En	2016-11-05	None	None	None	NASDAQ	6722	187496	MARYLAND, U.S.A	None	N
ACXM	ACXIOM CORP	005125109	Business Services	USD	Technology	Information Technology Services	2016-11-09	None	None	None	NASDAQ	7374	198734	ARKANSAS, U.S.A	None	N
ACY	AEROCENTURY CORP	007737109	Business Services	USD	Services	Specialty Retail, Other	2016-11-11	None	None	None	NYSEMKT	7359	196870	CALIFORNIA, U.S.A	None	N
ADBE	ADOBE SYSTEMS INC	00724F101	Business Services	USD	Technology	Application Software	2016-09-28	None	None	None	NASDAQ	7372	198450	CALIFORNIA, U.S.A	None	N
ADC	AGREE REALTY CORP	008492100	Trading	USD	Financial	Property Management	2016-10-25	None	None	None	NYSE	6798	197501	MICHIGAN, U.S.A	None	N
ADGE	AMERICAN DG ENERGY INC	025398108	Utilities	USD	Utilities	Electric Utilities	2016-11-15	None	None	None	NYSEMKT	4931	194276	MASSACHUSETTS, U.S.A	None	N
ADI	ANALOG DEVICES INC	032654105	Electronic Equipment	USD	Technology	Semiconductor - Integrated Circuits	2016-08-18	None	None	None	NASDAQ	3674	199958	MASSACHUSETTS, U.S.A	None	N
ADM	ARCHER DANIELS MIDLAND CO	039483102,394831028	Food Products	USD	Consumer Goods	Farm Products	2016-11-02	None	None	None	NYSE	2070	199944	ILLINOIS, U.S.A	None	N
ADMS	Adamas Pharmaceuticals Inc	00548A106	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-05	None	None	None	NASDAQ	2834	187821	CALIFORNIA, U.S.A	None	N
ADP	AUTOMATIC DATA PROCESSING INC	053015103,530151034	Business Services	USD	Technology	Business Software & Services	2016-11-04	None	None	None	NASDAQ	7374	199928	NEW JERSEY, U.S.A	None	N
ADS	ALLIANCE DATA SYSTEMS CORP	018581108	Business Services	USD	Services	Business Services	2016-11-08	None	None	None	NYSE	7389	196147	TEXAS, U.S.A	None	N
ADSK	AUTODESK INC	052769106	Business Services	USD	Technology	Technical & System Software	2016-08-31	None	None	None	NASDAQ	7372	198583	CALIFORNIA, U.S.A	None	N
ADT	ADT Corp	00101J106	Business Services	USD	Services	Security & Protection Services	2016-08-24	None	None	None	DELISTED	7381	191948	FLORIDA, U.S.A	NYSE	N
ADTN	ADTRAN INC	00738A106	Electronic Equipment	USD	Technology	Communication Equipment	2016-11-09	None	None	None	NASDAQ	3661	197392	ALABAMA, U.S.A	None	N
ADVM	Adverum Biotechnologies, Inc.	05337G107	Pharmaceutical Products	USD	Healthcare	Drugs - Generic	2016-11-09	AAVL	2016-05-16	AAVL	NASDAQ	2836	187492	CALIFORNIA, U.S.A	None	N
ADXS	Advaxis, Inc.	007624208	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-09-09	None	None	None	NASDAQ	2834	196164	NEW JERSEY, U.S.A	None	N
AEE	AMEREN CORP	023608102,02360XAM9	Utilities	USD	Utilities	Diversified Utilities	2016-11-05	None	None	None	NYSE	4931	197165	MISSOURI, U.S.A	None	N
AEGN	Aegion Corp	00770F104,457667103	Construction	USD	Industrial Goods	Heavy Construction	2016-11-02	None	None	INSU	NASDAQ	1623	199017	MISSOURI, U.S.A	None	N
AEGR	Aegerion Pharmaceuticals, Inc.	00767E102	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-05	None	None	None	NASDAQ	2834	194710	MASSACHUSETTS, U.S.A	None	N
AEIS	ADVANCED ENERGY INDUSTRIES INC	007973100	Electronic Equipment	USD	Technology	Diversified Electronics	2016-11-01	None	None	None	NASDAQ	3679	197384	COLORADO, U.S.A	None	N
AEO	AMERICAN EAGLE OUTFITTERS INC	02553E106	Retail	USD	Services	Apparel Stores	2016-08-25	None	None	None	NYSE	5651	197482	PENNSYLVANIA, U.S.A	None	N
AEP	AMERICAN ELECTRIC POWER CO INC	025537101	Utilities	USD	Utilities	Electric Utilities	2016-11-03	None	None	None	NYSE	4911	199972	OHIO, U.S.A	None	N
AEPI	AEP INDUSTRIES INC	001031103	Rubber and Plastic Products	USD	Industrial Goods	Rubber & Plastics	2016-09-10	None	None	None	NASDAQ	3081	198525	NEW JERSEY, U.S.A	None	N
AERI	AERIE PHARMACEUTICALS INC	00771V108	Pharmaceutical Products	USD	Healthcare	Drugs - Generic	2016-11-05	None	None	None	NASDAQ	2836	194715	NORTH CAROLINA, U.S.A	None	N
AES	AES CORP	00130H105	Almost Nothing	USD	Utilities	Electric Utilities	2016-11-05	None	None	None	NYSE	4991	197941	VIRGINIA, U.S.A	None	N
AET	AETNA INC	00817Y108	Insurance	USD	Healthcare	Health Care Plans	2016-10-28	None	None	None	NYSE	6324	195983	CONNECTICUT, U.S.A	None	N
AETI	American Electric Technologies Inc	025576109	Electrical Equipment	USD	Industrial Goods	Industrial Electrical Equipment	2016-11-15	None	None	None	NASDAQ	3620	196786	TEXAS, U.S.A	None	N
AF	ASTORIA FINANCIAL CORP	046265104	Banking	USD	Financial	Savings & Loans	2016-11-11	None	None	None	NYSE	6035	197588	NEW YORK, U.S.A	None	N
AFFX	AFFYMETRIX INC	00826T108	Measuring and Control Equipment	USD	Technology	Scientific & Technical Instruments	2016-08-26	None	None	None	DELISTED	3826	197551	CALIFORNIA, U.S.A	NASDAQ	N
AFG	AMERICAN FINANCIAL GROUP INC	025932104	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-05	None	None	None	NYSE	6331	196804	OHIO, U.S.A	None	N
AFL	AFLAC INC	001055102	Insurance	USD	Financial	Accident & Health Insurance	2016-11-05	None	None	8686	NYSE	6321	199969	GEORGIA, U.S.A	None	N
AFSI	Amtrust Financial Services, Inc.	032359309,323593095	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-15	None	None	None	NASDAQ	6331	194444	NEW YORK, U.S.A	None	N
AGCO	AGCO CORP	001084102	Machinery	USD	Industrial Goods	Farm & Construction Machinery	2016-11-09	None	None	None	NYSE	3523	197879	GEORGIA, U.S.A	None	N
AGN	Allergan plc	00507K103,G0177J108	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-05	ACT,A60,AG4	2015-07-12	ACT,A60,AG4	NYSE	2834	191420	IRELAND	None	N
AGNC	AGNC Investment Corp.	02503X105	Trading	USD	Financial	REIT - Residential	2016-11-08	None	None	None	NASDAQ	6798	193651	MARYLAND, U.S.A	None	N
AGO	ASSURED GUARANTY LTD	G0585R106	Insurance	USD	Financial	Surety & Title Insurance	2016-11-05	None	None	None	NYSE	6351	195273	BERMUDA	None	N
AGTC	APPLIED GENETIC TECHNOLOGIES CORP	03820J100	Pharmaceutical Products	USD	Healthcare	Drugs - Generic	2016-11-09	None	None	None	NASDAQ	2836	187600	FLORIDA, U.S.A	None	N
AGX	ARGAN INC	04010E109	Construction	USD	Industrial Goods	General Contractors	2016-09-08	None	None	None	NYSE	1700	199268	MARYLAND, U.S.A	None	N
AGYS	AGILYSYS INC	00847J105	Computers	USD	Technology	Application Software	2016-11-10	None	None	None	NASDAQ	7373	199422	GEORGIA	None	N
AHL	ASPEN INSURANCE HOLDINGS LTD	G05384105	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-08	None	None	None	NYSE	6331	195311	BERMUDA	None	N
AHP	Ashford Hospitality Prime, Inc.	044102101	Trading	USD	Financial	REIT - Diversified	2016-11-10	None	None	None	NYSE	6798	191510	TEXAS, U.S.A	None	N
AIG	AMERICAN INTERNATIONAL GROUP INC	026874784,026874107	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-04	None	None	None	NYSE	6331	199966	NEW YORK, U.S.A	None	N
AIII	ACRE REALTY INVESTORS INC	769900101	Trading	USD	Financial	REIT - Diversified	2016-11-10	None	None	RPI	NYSEMKT	6798	197092	NEW YORK, U.S.A	None	N
AINV	APOLLO INVESTMENT CORP	03761U106	Trading	USD	Financial	Management Investment Offices, Open-En	2016-11-09	None	None	None	NASDAQ	6722	195238	NEW YORK, U.S.A	None	N
AIV	APARTMENT INVESTMENT & MANAGEMENT CO	03748R101	Trading	USD	Financial	REIT - Residential	2016-10-30	None	None	None	NYSE	6798	197425	COLORADO, U.S.A	None	N
AIZ	ASSURANT INC	04621X108	Insurance	USD	Financial	Accident & Health Insurance	2016-11-02	None	None	None	NYSE	6321	195313	NEW YORK, U.S.A	None	N
AJG	GALLAGHER ARTHUR J & CO	363576109	Insurance	USD	Financial	Insurance Brokers	2016-10-29	None	None	None	NYSE	6411	199009	ILLINOIS, U.S.A	None	N
AKAM	AKAMAI TECHNOLOGIES INC	00971T101	Business Services	USD	Technology	Internet Information Providers	2016-11-09	None	None	None	NASDAQ	7389	196336	MASSACHUSETTS, U.S.A	None	N
AKBA	Akebia Therapeutics, Inc.	00972D105	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-10	None	None	None	NASDAQ	2834	187429	MASSACHUSETTS, U.S.A	None	N
AKS	AK STEEL HOLDING CORP	001547108	Steel Works Etc	USD	Basic Materials	Steel & Iron	2016-10-26	None	None	None	NYSE	3312	197495	OHIO, U.S.A	None	N
AL	AIR LEASE CORP	00912X302	Business Services	USD	Services	Rental & Leasing Services	2016-11-05	None	None	None	NYSE	7359	192978	CALIFORNIA, U.S.A	None	N
ALB	ALBEMARLE CORP	012653101	Chemicals	USD	Industrial Goods	Specialty Chemicals	2016-11-09	None	None	None	NYSE	2821	197514	NORTH CAROLINA, U.S.A	None	N
ALBO	ALBIREO PHARMA, INC.	09064M204	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-20	BIOD	2016-11-19	BIOD	NASDAQ	2834	194870	CONNECTICUT, U.S.A	None	N
ALEX	Alexander & Baldwin, Inc.	014491104	Real Estate	USD	Financial	Real Estate Development	2016-10-29	None	None	None	NYSE	6500	191956	HAWAII, U.S.A	None	N
ALGN	ALIGN TECHNOLOGY INC	016255101,162551014	Medical Equipment	USD	Healthcare	Medical Appliances & Equipment	2016-11-09	None	None	None	NASDAQ	3842	196200	CALIFORNIA, U.S.A	None	N
ALGT	Allegiant Travel CO	01748X102	Shipping Containers	USD	Services	Regional Airlines	2016-11-02	None	None	None	NASDAQ	4512	194479	NEVADA, U.S.A	None	N
ALK	ALASKA AIR GROUP, INC.	011659109,116591090	Shipping Containers	USD	Services	Regional Airlines	2016-11-07	None	None	None	NYSE	4512	198600	WASHINGTON, U.S.A	None	N
ALKS	Alkermes plc.	G01767105,01642T108	Pharmaceutical Products	USD	Healthcare	Drug Delivery	2016-11-03	None	None	None	NASDAQ	2834	192358	IRELAND	None	N
ALL	ALLSTATE CORP	020002101,200021012	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-04	None	None	None	NYSE	6331	197653	ILLINOIS, U.S.A	None	N
ALLE	Allegion plc	G0176J109	Business Services	USD	Services	Security & Protection Services	2016-10-28	None	None	None	NYSE	7381	191415	IRELAND	None	N
ALOT	AstroNova, Inc.	04638F108	Computers	USD	Technology	Computer Peripherals	2016-09-14	None	None	None	NASDAQ	3577	199934	RHODE ISLAND, U.S.A	None	N
ALR	ALERE INC.	01449J105	Pharmaceutical Products	USD	Healthcare	Medical Laboratories & Research	2016-11-05	None	None	None	NYSE	2835	195767	MASSACHUSETTS, U.S.A	None	N
ALSN	Allison Transmission Holdings Inc	01973R101	Automobiles and Trucks	USD	Industrial Goods	Auto Parts	2016-10-26	None	None	None	NYSE	3714	193837	INDIANA, U.S.A	None	N
ALXN	ALEXION PHARMACEUTICALS INC	015351109	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-07-30	None	None	None	NASDAQ	2834	197642	CONNECTICUT, U.S.A	None	N
AMAT	APPLIED MATERIALS INC	038222105,382221059	Electronic Equipment	USD	Technology	Semiconductor Equipment & Materials	2016-08-26	None	None	None	NYSE	3674	199948	CALIFORNIA, U.S.A	None	N
AMCO	Armco Metals Holdings, Inc.	042182105	Wholesale	USD	Services	Wholesale-Metals & Minerals (No Petroleum)	2016-09-28	None	None	CNAM	DELISTED	5050	193847	CALIFORNIA, U.S.A	NYSE	N
AMCX	AMC Networks Inc.	00164V103	Communication	USD	Services	Entertainment - Diversified	2016-11-04	None	None	None	NASDAQ	4841	192459	NEW YORK, U.S.A	None	N
AMD	ADVANCED MICRO DEVICES INC	007903107	Electronic Equipment	USD	Technology	Semiconductor - Broad Line	2016-10-27	None	None	None	NYSE	3674	199991	CALIFORNIA, U.S.A	None	N
AMDA	AMEDICA Corp	023435209,023435100	Medical Equipment	USD	Services	Business Services	2016-11-15	None	None	None	NASDAQ	3841	185485	UTAH, U.S.A	None	N
AME	AMETEK INC	031100100	Electrical Equipment	USD	Industrial Goods	Diversified Machinery	2016-11-04	None	None	None	NYSE	3621	196855	PENNSYLVANIA, U.S.A	None	N
AMG	AFFILIATED MANAGERS GROUP, INC.	008252108	Trading	USD	Financial	Asset Management	2016-11-08	None	None	None	NYSE	6282	197149	FLORIDA, U.S.A	None	N
AMGN	AMGEN INC	031162100,311621007	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-10-29	None	None	None	NASDAQ	2836	199084	CALIFORNIA, U.S.A	None	N
AMIC	AMERICAN INDEPENDENCE CORP	026760405	Insurance	USD	Financial	Property & Casualty Insurance	2016-09-14	None	None	None	DELISTED	6321	199293	NEW YORK, U.S.A	NASDAQ	N
AMNB	AMERICAN NATIONAL BANKSHARES INC.	027745108	Banking	USD	Financial	Regional - Mid-Atlantic Banks	2016-11-08	None	None	None	NASDAQ	6021	198704	VIRGINIA, U.S.A	None	N
AMP	AMERIPRISE FINANCIAL INC	03076C106	Trading	USD	Financial	Asset Management	2016-11-04	None	None	None	NYSE	6282	198293	MINNESOTA, U.S.A	None	N
AMPE	Ampio Pharmaceuticals, Inc.	03209T109	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-09	None	None	None	NYSEMKT	2834	193826	COLORADO, U.S.A	None	N
AMPH	Amphastar Pharmaceuticals, Inc.	03209R103	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-10	None	None	None	NASDAQ	2834	187800	CALIFORNIA, U.S.A	None	N
AMRC	Ameresco, Inc.	02361E108	Construction	USD	Industrial Goods	General Contractors	2016-11-02	None	None	None	NYSE	1700	192955	MASSACHUSETTS, U.S.A	None	N
AMRI	ALBANY MOLECULAR RESEARCH INC	012423109	Business Services	USD	Healthcare	Biotechnology	2016-11-10	None	None	None	NASDAQ	8731	196551	NEW YORK, U.S.A	None	N
AMRS	AMYRIS, INC.	03236M101	Chemicals	USD	Industrial Goods	Specialty Chemicals	2016-11-10	None	None	None	NASDAQ	2860	194440	CALIFORNIA, U.S.A	None	N
AMS	AMERICAN SHARED HOSPITAL SERVICES	029595105	Healthcare	USD	Healthcare	Medical Laboratories & Research	2016-11-11	None	None	None	NYSEMKT	8071	198687	CALIFORNIA, U.S.A	None	N
AMSG	AMSURG CORP	03232P405	Healthcare	USD	Healthcare	Hospitals	2016-11-03	None	None	None	NASDAQ	8011	197683	TENNESSEE, U.S.A	None	N
AMT	AMERICAN TOWER CORP	03027X100,029912201	Trading	USD	Financial	REIT - Diversified	2016-10-28	None	None	None	NYSE	6798	196669	MASSACHUSETTS, U.S.A	None	N
AMTD	TD AMERITRADE HOLDING CORP	87236Y108	Trading	USD	Financial	Investment Brokerage - National	2016-11-19	None	None	None	NYSE	6211	195584	NEBRASKA, U.S.A	None	N
AMZN	AMAZON COM INC	023135106,231351065	Retail	USD	Services	Catalog & Mail Order Houses	2016-10-29	None	None	None	NASDAQ	5961	197029	WASHINGTON, U.S.A	None	N
AN	AUTONATION, INC.	05329W102	Retail	USD	Services	Auto Dealerships	2016-10-29	None	None	None	NYSE	5500	199047	FLORIDA, U.S.A	None	N
ANET	Arista Networks, Inc.	040413106	Computers	USD	Technology	Business Software & Services	2016-11-04	None	None	None	NYSE	3576	187524	CALIFORNIA, U.S.A	None	N
ANF	ABERCROMBIE & FITCH CO	002896207	Retail	USD	Services	Apparel Stores	2016-09-07	None	None	None	NYSE	5651	197028	OHIO, U.S.A	None	N
ANGI	Angie's List, Inc.	034754101	Business Services	USD	Technology	Internet Software & Services	2016-11-03	None	None	None	NASDAQ	7310	192891	INDIANA, U.S.A	None	N
ANGO	ANGIODYNAMICS INC	03475V101	Medical Equipment	USD	Healthcare	Medical Instruments & Supplies	2016-10-06	None	None	None	NASDAQ	3841	195261	NEW YORK, U.S.A	None	N
ANIK	Anika Therapeutics, Inc.	035255108	Medical Equipment	USD	Healthcare	Biotechnology	2016-11-02	None	None	None	NASDAQ	3841	197656	MASSACHUSETTS, U.S.A	None	N
ANSS	ANSYS INC	03662Q105	Business Services	USD	Technology	Application Software	2016-11-07	None	None	None	NASDAQ	7372	197076	PENNSYLVANIA, U.S.A	None	N
ANTM	Anthem, Inc.	94973V107,036752103	Insurance	USD	Healthcare	Health Care Plans	2016-11-03	WLP	2015-03-19	WLP	NYSE	6324	195763	INDIANA, U.S.A	None	N
AON	Aon plc	G0408V102,037389103	Insurance	USD	Financial	Insurance Brokers	2016-10-29	None	None	None	NYSE	6411	199105	UNITED KINGDOM	None	N
AOS	SMITH A O CORP	831865209	Consumer Goods	USD	Industrial Goods	Industrial Electrical Equipment	2016-11-09	None	None	None	NYSE	3630	199349	WISCONSIN, U.S.A	None	N
AP	AMPCO PITTSBURGH CORP	032037103	Machinery	USD	Industrial Goods	Diversified Machinery	2016-11-10	None	None	None	NYSE	3561	199961	PENNSYLVANIA, U.S.A	None	N
APA	APACHE CORP	037411105	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-05	None	None	None	NYSE	1311	199952	TEXAS, U.S.A	None	N
APAM	Artisan Partners Asset Management Inc.	04316A108	Trading	USD	Financial	Asset Management	2016-11-02	None	None	None	NYSE	6282	192418	WISCONSIN, U.S.A	None	N
APC	ANADARKO PETROLEUM CORP	032511107,325111078	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-01	None	None	AAZ	NYSE	1311	198565	TEXAS, U.S.A	None	N
APD	AIR PRODUCTS & CHEMICALS INC	009158106	Chemicals	USD	Basic Materials	Chemicals - Major Diversified	2016-07-30	None	None	None	NYSE	2810	199989	PENNSYLVANIA, U.S.A	None	N
APEI	AMERICAN PUBLIC EDUCATION INC	02913V103	Personal Services	USD	Services	Education & Training Services	2016-11-15	None	None	None	NASDAQ	8200	195483	WEST VIRGINIA, U.S.A	None	N
APH	AMPHENOL CORP	032095101	Electronic Equipment	USD	Technology	Diversified Electronics	2016-11-04	None	None	None	NYSE	3678	198290	CONNECTICUT, U.S.A	None	N
APLE	Apple Hospitality REIT, Inc.	03784Y101	Trading	USD	Financial	REIT - Diversified	2016-11-08	None	None	None	NYSE	6798	193751	VIRGINIA, U.S.A	None	N
APLP	Archrock Partners, L.P.	30225N105,03957U100	Utilities	USD	Basic Materials	Oil & Gas Pipelines	2016-11-02	EXLP	2015-12-08	EXLP	NASDAQ	4922	194425	TEXAS, U.S.A	None	N
APO	Apollo Global Management LLC	037612306	Trading	USD	Financial	Asset Management	2016-11-05	None	None	None	NYSE	6282	193833	NEW YORK, U.S.A	None	N
APOL	APOLLO EDUCATION GROUP INC	037604105	Personal Services	USD	Services	Education & Training Services	2016-10-21	None	None	None	NASDAQ	8200	197359	ARIZONA, U.S.A	None	N
APPS	Digital Turbine, Inc.	562562207,25400W102	Trading	USD	Services	Business Services	2016-11-11	None	None	MNDL	NASDAQ	6794	199086	TEXAS, U.S.A	None	N
APRI	APRICUS BIOSCIENCES, INC.	03832V109	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-09	None	None	None	NASDAQ	2834	197044	CALIFORNIA, U.S.A	None	N
AQXP	AQUINOX PHARMACEUTICALS, INC	03842B101	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-10	None	None	None	NASDAQ	2834	187497	BRITISH COLUMBIA, CANADA	None	N
ARAY	ACCURAY INC	004397105	Medical Equipment	USD	Healthcare	Medical Appliances & Equipment	2016-11-02	None	None	None	NASDAQ	3841	195834	CALIFORNIA, U.S.A	None	N
ARCC	ARES CAPITAL CORP	04010L103	Trading	USD	Financial	Management Investment Offices, Open-En	2016-11-03	None	None	None	NASDAQ	6722	195156	NEW YORK, U.S.A	None	N
ARCX	Arc Logistics Partners LP	03879N101	Wholesale	USD	Basic Materials	Petroleum Bulk Stations and Terminals	2016-11-05	None	None	None	NYSE	5171	191357	NEW YORK, U.S.A	None	N
ARE	ALEXANDRIA REAL ESTATE EQUITIES INC	015271109	Trading	USD	Financial	REIT - Office	2016-11-03	None	None	None	NYSE	6798	196882	CALIFORNIA, U.S.A	None	N
ARES	ARES MANAGEMENT LP	04014Y101	Trading	USD	Financial	Asset Management	2016-11-08	None	None	None	NYSE	6282	187576	CALIFORNIA, U.S.A	None	N
ARG	AIRGAS INC	009363102	Wholesale	USD	Basic Materials	Chemicals - Major Diversified	2016-07-03	None	None	None	DELISTED	5084	198401	PENNSYLVANIA, U.S.A	NYSE	N
ARGS	ARGOS THERAPEUTICS INC	040221103	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-15	None	None	None	DELISTED	2834	186102	NORTH CAROLINA, U.S.A	NASDAQ	N
ARIA	ARIAD PHARMACEUTICALS INC	04033A100	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-09	None	None	None	NASDAQ	2836	197823	MASSACHUSETTS, U.S.A	None	N
ARII	American Railcar Industries, Inc.	02916P103	Shipbuilding, Railroad Equipment	USD	Services	Railroads	2016-10-30	None	None	None	NASDAQ	3743	194658	MISSOURI, U.S.A	None	N
ARIS	ARI NETWORK SERVICES INC	001930205	Business Services	USD	Services	Business Services	2016-10-29	None	None	None	NASDAQ	7370	197887	WISCONSIN, U.S.A	None	N
ARLP	ALLIANCE RESOURCE PARTNERS LP	01877R108	Coal	USD	Basic Materials	Nonmetallic Mineral Mining	2016-11-09	None	None	None	NASDAQ	1221	196333	OKLAHOMA, U.S.A	None	N
ARNC	Arconic Inc.	013817101	Steel Works Etc	USD	Basic Materials	Aluminum	2016-11-10	AA	2016-11-09	AA	NYSE	3350	199977	NEW YORK, U.S.A	None	N
AROC	Archrock, Inc.	30225X103	Utilities	USD	Basic Materials	Oil & Gas Equipment & Services	2016-08-01	EXH	2015-12-08	HC,EXH	NYSE	4922	194136	TEXAS, U.S.A	None	N
AROPQ	AEROPOSTALE INC	007865108	Retail	USD	Services	Apparel Stores	2016-10-22	ARO	2016-05-21	ARO	OTCMKTS	5600	195641	NEW YORK, U.S.A	None	N
ARQL	ARQULE INC	04269E107	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-08	None	None	None	NASDAQ	2834	197019	MASSACHUSETTS, U.S.A	None	N
ARR	Armour Residential REIT, Inc.	004231510	Trading	USD	Financial	REIT - Residential	2016-11-03	None	None	None	NYSE	6798	193597	FLORIDA, U.S.A	None	N
